,Unnamed: 0,speciesGroup,taxonomicRankKingdom,taxonomicRankPhylum,taxonomicRankClass,taxonomicRankOrder,taxonomicRankFamily,taxonomicRankGenus,taxonomicRankSpecies,endemicToEurope,populationTrend,useAndTrade,europeanRegionalRedListCategory
1714,5614,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Cattania,rumelica,Yes,Stable,not utilized,LC
1363,4806,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Paracorymbia,picticornis,Yes,Stable,not utilized,LC
1698,5566,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Napaeus,pygmaeus,Yes,Stable,not utilized,LC
1822,5879,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Discula,attrita,Yes,Stable,utilized,NT
442,2048,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,VIVIPARIDAE,Viviparus,viviparus,No,Decreasing,not utilized,LC
161,817,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,carnifex,No,Stable,not utilized,LC
1241,4602,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,uyato,No,Decreasing,utilized,VU
95,608,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,mucidus,Yes,Decreasing,not utilized,NT
1206,4551,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,spinicauda,No,Stable,utilized,LC
190,884,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,kohli,No,Stable,not utilized,LC
394,1912,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MELITTIDAE,Dasypoda,hirtipes,No,Stable,not utilized,LC
1989,6306,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VITRINIDAE,Plutonia,behnii,Yes,Stable,not utilized,LC
323,1295,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,fulvicorne,No,Stable,not utilized,LC
470,2139,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,BITHYNIIDAE,Bithynia,troschelii,No,Stable,not utilized,LC
376,1511,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Coelioxys,afra,No,Stable,not utilized,LC
833,3330,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Bucephaloptera,cypria,Yes,Decreasing,not utilized,EN
468,2135,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,BITHYNIIDAE,Bithynia,prespensis,Yes,Stable,not utilized,EN
1664,5453,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,COCHLICELLIDAE,Obelus,moderatus,Yes,Stable,not utilized,LC
588,2722,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Italopodisma,trapezoidalis,Yes,Decreasing,not utilized,EN
1527,5165,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,OEDEMERIDAE,Anogcodes,ruficollis,No,Stable,not utilized,LC
817,3297,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Anonconotus,alpinus,Yes,Decreasing,not utilized,LC
1976,6279,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VERTIGINIDAE,Vertigo,alpestris,No,Stable,not utilized,LC
568,2686,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Epacromius,tergestinus,No,Decreasing,not utilized,LC
576,2705,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Heteracris,adspersa,No,Decreasing,not utilized,VU
1543,5185,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,OEDEMERIDAE,Ischnomera,xanthoderes,Yes,Stable,not utilized,LC
1064,4113,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Gobius,fallax,Yes,Stable,not utilized,LC
1173,4457,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Stomias,boa,No,Stable,not utilized,LC
716,3004,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,MOGOPLISTIDAE,Pseudomogoplistes,vicentae,No,Decreasing,not utilized,VU
1516,5150,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,MYCETOPHAGIDAE,Mycetophagus,atomarius,No,Stable,utilized,LC
1092,4171,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labrus,mixtus,No,Stable,utilized,LC
495,2399,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Josefus,aitanica,Yes,Decreasing,not utilized,LC
1813,5861,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Caseolus,punctulatus,Yes,Stable,utilized,LC
352,1373,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,smeathmanellum,No,Stable,not utilized,LC
804,3224,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PYRGOMORPHIDAE,Pyrgomorphula,serbica,Yes,Decreasing,not utilized,CR
1127,4225,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Dentex,dentex,No,Decreasing,utilized,VU
626,2782,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Omocestus,viridulus,No,Decreasing,not utilized,LC
1450,4960,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CUCUJIDAE,Pediacus,fuscus,No,Stable,utilized,LC
1660,5430,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,COCHLICELLIDAE,Cochlicella,barbara,No,Stable,not utilized,LC
1504,5122,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EUCNEMIDAE,Microrhagus,pygmaeus,Yes,Increasing,utilized,LC
1952,6239,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,TRISSEXODONTIDAE,Oestophora,silvae,Yes,Stable,not utilized,LC
366,1404,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Nomioides,minutissimus,No,Stable,not utilized,LC
644,2808,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Podisma,carpetana,Yes,Decreasing,not utilized,VU
240,971,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,zonata,No,Stable,not utilized,LC
1408,4894,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Stenurella,septempunctata,No,Decreasing,not utilized,NT
475,2173,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Alzoniella,finalina,Yes,Decreasing,not utilized,EN
711,2983,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLOTALPIDAE,Gryllotalpa,krimbasi,Yes,Decreasing,not utilized,LC
239,970,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,villosa,No,Decreasing,not utilized,NT
146,686,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Epeolus,variegatus,No,Stable,not utilized,LC
532,2594,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Arminda,burri,Yes,Stable,not utilized,LC
1803,5844,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Candidula,najerensis,Yes,Stable,not utilized,LC
1304,4720,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Clytus,arietis,No,Stable,utilized,LC
1464,5010,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus,quadrisignatus,Yes,Decreasing,utilized,EN
667,2856,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Sphingonotus,nodulosus,Yes,Decreasing,not utilized,EN
708,2967,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLIDAE,Pteronemobius,heydenii,No,Increasing,not utilized,LC
1691,5531,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENIDAE,Napaeus,bechi,Yes,Stable,not utilized,LC
793,3199,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Poecilimon,roseoviridis,Yes,Stable,not utilized,LC
566,2679,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Duroniella,fracta,No,Decreasing,not utilized,EN
807,3267,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,RHAPHIDOPHORIDAE,Dolichopoda,vandeli,Yes,Stable,not utilized,LC
538,2612,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Celes,variabilis,No,Decreasing,not utilized,NT
1471,5034,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Cardiophorus,gramineus,No,Decreasing,utilized,NT
1321,4750,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Grammoptera,abdominalis,No,Stable,not utilized,LC
473,2166,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Alzoniella,asturica,Yes,Stable,not utilized,EN
1904,6103,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerocrassa,turolensis,Yes,Stable,utilized,NT
825,3320,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Bicolorana,bicolor,No,Increasing,not utilized,LC
395,1918,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MELITTIDAE,Dasypoda,spinigera,No,Decreasing,not utilized,EN
402,1928,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MELITTIDAE,Melitta,haemorrhoidalis,No,Stable,not utilized,LC
1887,6064,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerocrassa,barceloi,Yes,Decreasing,utilized,LC
652,2819,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Podismopsis,poppiusi,No,Stable,not utilized,LC
1974,6274,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VERTIGINIDAE,Truncatellina,monodon,Yes,Stable,not utilized,LC
322,1294,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,fratellum,No,Stable,not utilized,LC
477,2197,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Belgrandia,alcoaensis,Yes,Decreasing,utilized,CR
155,806,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,basalis,No,Stable,not utilized,LC
621,2774,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Omocestus,navasi,Yes,Decreasing,not utilized,EN
1907,6107,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerolenta,razlogi,Yes,Stable,not utilized,DD
1964,6255,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VALLONIIDAE,Vallonia,declivis,Yes,Decreasing,not utilized,NT
1309,4731,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Deilus,fugax,No,Stable,utilized,LC
645,2811,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Podisma,emiliae,Yes,Decreasing,not utilized,CR
1013,3940,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Alepocephalus,rostratus,No,Increasing,not utilized,LC
436,2036,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,BIVALVIA,VENEROIDA,SPHAERIIDAE,Sphaerium,rivicola,No,Decreasing,not utilized,LC
1402,4886,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Stenopterus,rufus,No,Stable,utilized,LC
447,2065,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,LYMNAEIDAE,Lymnaea,stagnalis,No,Stable,utilized,LC
214,929,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,priesneri,Yes,Stable,not utilized,LC
555,2649,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Chorthippus,pulloides,Yes,Decreasing,not utilized,NT
1251,4620,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Somniosus,microcephalus,No,Decreasing,utilized,NT
1973,6270,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VERTIGINIDAE,Truncatellina,costulata,No,Stable,not utilized,LC
998,3888,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Lobianchia,dofleini,No,Stable,not utilized,LC
680,2877,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Stenobothrus,festivus,Yes,Decreasing,not utilized,LC
1555,5214,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Coelometopus,clypeatus,Yes,Stable,not utilized,LC
1897,6089,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerocrassa,montserratensis,Yes,Decreasing,not utilized,EN
728,3049,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PAMPHAGIDAE,Orchamus,gracilis,Yes,Decreasing,not utilized,EN
615,2766,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Omocestus,antigai,Yes,Decreasing,not utilized,VU
1841,5922,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Heterostoma,duplex,Yes,Stable,not utilized,DD
518,2567,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,MELANOPSIDAE,Melanopsis,penchinati,Yes,Decreasing,not utilized,CR
891,3463,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Montana,carpetana,Yes,Decreasing,not utilized,LC
152,797,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,argentata,Yes,Decreasing,not utilized,NT
313,1237,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,tumulorum,No,Stable,not utilized,LC
844,3353,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Conocephalus,hastatus,No,Decreasing,not utilized,LC
1777,5764,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Pseudotachea,splendida,Yes,Stable,not utilized,LC
278,1088,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Hylaeus,communis,No,Stable,not utilized,LC
1307,4728,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Cortodera,humeralis,No,Stable,not utilized,LC
42,423,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Flavipanurgus,venustus,Yes,Stable,not utilized,LC
1405,4890,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Stenurella,hybridula,Yes,Stable,not utilized,LC
364,1402,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Nomioides,facilis,No,Stable,not utilized,LC
898,3479,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Pachytrachis,frater,Yes,Decreasing,not utilized,EN
867,3392,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Ephippiger,zelleri,Yes,Decreasing,not utilized,EN
1919,6139,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerotricha,lancerottensis,Yes,Stable,not utilized,LC
1437,4938,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CETONIIDAE,Osmoderma,cristinae,Yes,Stable,utilized,EN
1580,5285,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Platydema,dejeanii,No,Decreasing,not utilized,VU
343,1355,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,punctatissimum,No,Stable,not utilized,LC
16,209,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Andrena,livens,No,Stable,not utilized,LC
697,2916,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLIDAE,Gryllodinus,kerkennensis,No,Decreasing,not utilized,EN
1632,5392,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHONDRINIDAE,Chondrina,arigonis,Yes,Stable,not utilized,NT
1875,6040,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Trochoidea,caroni,Yes,Increasing,not utilized,LC
506,2491,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Radomaniola,elongata,Yes,Decreasing,not utilized,CR
864,3389,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Ephippiger,provincialis,Yes,Decreasing,not utilized,VU
1112,4199,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Chromis,chromis,No,Stable,utilized,LC
1901,6096,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerocrassa,ripacurcica,Yes,Stable,not utilized,LC
1034,4022,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Parablennius,sanguinolentus,No,Stable,not utilized,LC
419,1983,Freshwater_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,vessicus,Yes,Increasing,utilized,LC
1098,4179,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Symphodus,mediterraneus,No,Stable,utilized,LC
197,902,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,melathoracica,Yes,Stable,not utilized,LC
1710,5602,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Arianta,aethiops,Yes,Stable,not utilized,LC
1553,5201,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,PYTHIDAE,Pytho,depressus,No,Stable,utilized,LC
1605,5355,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Cochlostoma,subalpinum,Yes,Stable,not utilized,LC
1831,5898,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Geomitra,moniziana,Yes,Decreasing,utilized,EN
552,2642,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Chorthippus,messinai,Yes,Stable,not utilized,LC
400,1926,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MELITTIDAE,Melitta,budensis,No,Stable,not utilized,LC
1062,4110,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Gobius,cobitis,No,Stable,utilized,LC
1434,4933,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CEROPHYTIDAE,Cerophytum,elateroides,No,Decreasing,utilized,VU
1227,4582,Marine_Fishes,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,miraletus,No,Stable,utilized,LC
1578,5282,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Pentaphyllus,chrysomeloides,No,Stable,not utilized,NT
231,958,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,succincta,No,Stable,not utilized,LC
496,2402,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Lanzaia,rudnicae,Yes,Stable,not utilized,NT
853,3375,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Decticus,aprutianus,Yes,Stable,not utilized,LC
765,3115,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Isophya,sicula,Yes,Decreasing,not utilized,EN
1444,4954,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CETONIIDAE,Trichius,zonatus,No,Stable,utilized,LC
194,898,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,marshamella,No,Stable,not utilized,LC
504,2467,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,gasulli,Yes,Decreasing,not utilized,VU
420,1992,Freshwater_Molluscs,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Margaritifera,auricularia,Yes,Decreasing,utilized,CR
96,609,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,muscorum,No,Decreasing,not utilized,VU
1481,5062,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Melanotus,castanipes,No,Stable,utilized,LC
381,1657,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Icteranthidium,grohmanni,No,Stable,not utilized,LC
379,1530,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Coelioxys,mandibularis,No,Stable,not utilized,LC
1717,5617,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Cepaea,nemoralis,Yes,Stable,not utilized,LC
1922,6151,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Zenobiella,subrufescens,Yes,Stable,not utilized,LC
1619,5369,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,serbica,Yes,Stable,not utilized,NT
1263,4659,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Acmaeops,pratensis,No,Stable,not utilized,LC
184,870,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,guttulata,No,Stable,not utilized,LC
1455,4971,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus,balteatus,No,Stable,utilized,LC
772,3128,Grasshoppers_Locusts_Crickets,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Leptophyes,discoidalis,Yes,Decreasing,not utilized,VU
1815,5863,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Caseolus,subcalliferus,Yes,Stable,utilized,CR
1917,6132,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Xerotricha,conspurcata,No,Stable,not utilized,LC
1991,6310,Terrestrial_Molluscs,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VITRINIDAE,Plutonia,canariensis,Yes,Stable,not utilized,NT
1010,3919,Marine_Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,CARAPIDAE,Carapus,acus,No,Stable,not utilized,LC
1314,4739,Saproxylic_Beetles,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Evodinus,borealis,No,Decreasing,utilized,LC
